m22,m33,m23,k,min,max,file,difference,label
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,6e-14,0.10162,0.55504,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.45342,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,8e-15,0.10784,0.58838,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48054,1
1.9924099999999999e-25,5.68588e-27,-8.30169e-28,1.9e-14,0.1075,0.59275,FeCrCo_m22_1.99241e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48525,1
1.24525e-25,5.68588e-27,-8.30169e-28,1.7e-14,0.10769,0.58727,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.47958,1
7.47153e-25,5.68588e-27,-8.30169e-28,6e-14,0.10337,0.55814,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.45477,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,4e-14,0.09999,0.57145,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47146,1
4.9810200000000003e-26,5.68588e-27,-8.30169e-28,1.3e-14,0.10888,0.58238,FeCrCo_m22_4.98102e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.4735,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.3e-14,0.1111,0.59774,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.48664,1
7.47153e-27,5.68588e-27,-8.30169e-28,1e-14,0.17476,0.53804,FeCrCo_m22_7.47153e-27_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.36328,1
2.49051e-25,5.68588e-27,-8.30169e-28,3e-15,0.11082,0.59977,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.48895,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1e-14,0.11212,0.59507,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48295,1
4.98102e-25,5.68588e-27,-8.30169e-28,1.7e-14,0.10901,0.59164,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.48263,1
4.98102e-25,5.68588e-27,-8.30169e-28,1.9e-14,0.10875,0.59333,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48458,1
2.24146e-25,5.68588e-27,-8.30169e-28,6e-14,0.11324,0.5575,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.44426,1
1.74336e-27,5.68588e-27,-8.30169e-28,3e-15,0.20087,0.51857,FeCrCo_m22_1.74336e-27_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.3177,1
1.49431e-25,5.68588e-27,-8.30169e-28,8e-15,0.10881,0.59415,FeCrCo_m22_1.49431e-25_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48534,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,8e-15,0.10943,0.57743,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.468,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.8e-14,0.10947,0.59478,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.48531,1
2.49051e-25,5.68588e-27,-8.30169e-28,3e-14,0.10665,0.58754,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.48089,1
9.962039999999999e-27,5.68588e-27,-8.30169e-28,5e-15,0.10942,0.57553,FeCrCo_m22_9.96204e-27_m33_5.68588e-27_m23_-8.30169e-28_k_5e-15.png,0.46611,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,1.2e-14,0.11124,0.57648,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.46524,1
1.4943099999999998e-27,5.68588e-27,-8.30169e-28,3e-15,0.34936,0.48232,FeCrCo_m22_1.49431e-27_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.13296,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,1.7e-14,0.1617,0.53877,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.37707,1
2.4905099999999997e-27,5.68588e-27,-8.30169e-28,4e-15,0.16208,0.53922,FeCrCo_m22_2.49051e-27_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.37714,1
1.24525e-25,5.68588e-27,-8.30169e-28,7e-15,0.10878,0.59303,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.48425,1
1.74336e-25,5.68588e-27,-8.30169e-28,1.9e-14,0.10755,0.58711,FeCrCo_m22_1.74336e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.47956,1
4.98102e-25,5.68588e-27,-8.30169e-28,1.1e-14,0.10988,0.59501,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.48513,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,5e-14,0.09901,0.55966,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_5e-14.png,0.46065,1
1.24526e-26,5.68588e-27,-8.30169e-28,6e-15,0.11016,0.575,FeCrCo_m22_1.24526e-26_m33_5.68588e-27_m23_-8.30169e-28_k_6e-15.png,0.46484,1
1.24525e-25,5.68588e-27,-8.30169e-28,1.2e-14,0.10806,0.58991,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.48185,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.5e-14,0.10969,0.59645,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.5e-14.png,0.48676,1
9.962039999999999e-27,5.68588e-27,-8.30169e-28,2e-15,0.10821,0.58154,FeCrCo_m22_9.96204e-27_m33_5.68588e-27_m23_-8.30169e-28_k_2e-15.png,0.47333,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,1.9e-14,0.1079,0.59125,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48335,1
7.47153e-27,5.68588e-27,-8.30169e-28,7e-15,0.11361,0.57127,FeCrCo_m22_7.47153e-27_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.45766,1
7.47153e-27,5.68588e-27,-8.30169e-28,1.2e-14,0.40975,0.47694,FeCrCo_m22_7.47153e-27_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.06719,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,1.8e-14,0.11736,0.56462,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.44726,1
9.96204e-25,5.68588e-27,-8.30169e-28,1.6e-14,0.10984,0.59588,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48604,1
2.24146e-25,5.68588e-27,-8.30169e-28,2e-14,0.1069,0.58864,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.48174,1
1.24525e-25,5.68588e-27,-8.30169e-28,1.2e-14,0.10806,0.58991,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.48185,1
7.47153e-25,5.68588e-27,-8.30169e-28,1.8e-14,0.1091,0.59458,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.48548,1
9.962040000000001e-26,5.68588e-27,-8.30169e-28,1.6e-14,0.10709,0.5857,FeCrCo_m22_9.96204e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.47861,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.7e-14,0.10914,0.59463,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.48549,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,7e-15,0.11294,0.59971,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.48677,1
1.99241e-24,5.68588e-27,-8.30169e-28,1.1e-14,0.11249,0.60142,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.48893,1
1.49431e-26,5.68588e-27,-8.30169e-28,3e-15,0.10859,0.58023,FeCrCo_m22_1.49431e-26_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.47164,1
2.24146e-26,5.68588e-27,-8.30169e-28,2e-15,0.10931,0.58587,FeCrCo_m22_2.24146e-26_m33_5.68588e-27_m23_-8.30169e-28_k_2e-15.png,0.47656,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,3e-15,0.10884,0.58366,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.47482,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,1.2e-14,0.11157,0.59826,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.48669,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.6e-14,0.10955,0.59556,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48601,1
4.9810200000000003e-26,5.68588e-27,-8.30169e-28,1.4e-14,0.10892,0.58085,FeCrCo_m22_4.98102e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.47193,1
1.9924099999999999e-25,5.68588e-27,-8.30169e-28,9e-15,0.10874,0.5965,FeCrCo_m22_1.99241e-25_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.48776,1
9.96204e-25,5.68588e-27,-8.30169e-28,4e-14,0.1002,0.57337,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47317,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,7e-15,0.10891,0.58048,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.47157,1
9.96204e-25,5.68588e-27,-8.30169e-28,3e-14,0.10265,0.58232,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.47967,1
2.24146e-24,5.68588e-27,-8.30169e-28,5e-14,0.09934,0.55085,FeCrCo_m22_2.24146e-24_m33_5.68588e-27_m23_-8.30169e-28_k_5e-14.png,0.45151,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,7e-14,0.11451,0.54509,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_7e-14.png,0.43058,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,3e-14,0.10776,0.57741,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.46965,1
9.962040000000001e-26,5.68588e-27,-8.30169e-28,1e-14,0.10807,0.58905,FeCrCo_m22_9.96204e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48098,1
1.24525e-25,5.68588e-27,-8.30169e-28,6e-14,0.19227,0.50785,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.31558,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,1.9e-14,0.12321,0.55929,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.43608,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,6e-15,0.11362,0.59299,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_6e-15.png,0.47937,1
9.962040000000001e-26,5.68588e-27,-8.30169e-28,6e-15,0.10897,0.59233,FeCrCo_m22_9.96204e-26_m33_5.68588e-27_m23_-8.30169e-28_k_6e-15.png,0.48336,1
9.962040000000001e-26,5.68588e-27,-8.30169e-28,3e-15,0.11049,0.59529,FeCrCo_m22_9.96204e-26_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.4848,1
1.74336e-25,5.68588e-27,-8.30169e-28,1.3e-14,0.10788,0.59118,FeCrCo_m22_1.74336e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.4833,1
9.96204e-25,5.68588e-27,-8.30169e-28,4e-14,0.1002,0.57337,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47317,1
2.24146e-25,5.68588e-27,-8.30169e-28,4e-14,0.10316,0.57998,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47682,1
1.74336e-26,5.68588e-27,-8.30169e-28,1.3e-14,0.12749,0.55935,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.43186,1
1.24525e-25,5.68588e-27,-8.30169e-28,1e-14,0.10805,0.59445,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.4864,1
7.47153e-25,5.68588e-27,-8.30169e-28,1e-14,0.11075,0.59509,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48434,1
1.74336e-25,5.68588e-27,-8.30169e-28,1.1e-14,0.10802,0.59492,FeCrCo_m22_1.74336e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.4869,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,8e-14,0.12093,0.53173,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_8e-14.png,0.4108,1
2.49051e-24,5.68588e-27,-8.30169e-28,1.4e-14,0.10867,0.59226,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.48359,1
2.49051e-24,5.68588e-27,-8.30169e-28,7e-14,0.11327,0.53996,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_7e-14.png,0.42669,1
1.49431e-26,5.68588e-27,-8.30169e-28,7e-15,0.1102,0.5746,FeCrCo_m22_1.49431e-26_m33_5.68588e-27_m23_-8.30169e-28_k_7e-15.png,0.4644,1
4.98102e-25,5.68588e-27,-8.30169e-28,1.9e-14,0.10875,0.59333,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.9e-14.png,0.48458,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,1.6e-14,0.10903,0.59412,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48509,1
2.24146e-25,5.68588e-27,-8.30169e-28,9e-15,0.10896,0.59477,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.48581,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,1.3e-14,0.11051,0.59724,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.48673,1
2.49051e-24,5.68588e-27,-8.30169e-28,1.3e-14,0.11082,0.59678,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.48596,1
9.96204e-25,5.68588e-27,-8.30169e-28,1.8e-14,0.10863,0.59519,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.48656,1
1.74336e-26,5.68588e-27,-8.30169e-28,1.3e-14,0.12749,0.55935,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.43186,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,1.3e-14,0.11392,0.57177,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.45785,1
4.98102e-25,5.68588e-27,-8.30169e-28,7e-14,0.11194,0.55383,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_7e-14.png,0.44189,1
2.24146e-24,5.68588e-27,-8.30169e-28,3e-14,0.09735,0.56648,FeCrCo_m22_2.24146e-24_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.46913,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,4e-15,0.10872,0.58079,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.47207,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,6e-14,0.10162,0.55504,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.45342,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.1e-14,0.11227,0.59734,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.48507,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,1.4e-14,0.11634,0.56743,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.45109,1
1.24525e-25,5.68588e-27,-8.30169e-28,5e-15,0.10934,0.59448,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_5e-15.png,0.48514,1
2.49051e-24,5.68588e-27,-8.30169e-28,1.3e-14,0.11082,0.59678,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.48596,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,3e-14,0.10776,0.57741,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.46965,1
2.24146e-25,5.68588e-27,-8.30169e-28,4e-14,0.10316,0.57998,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47682,1
2.24146e-25,5.68588e-27,-8.30169e-28,1.3e-14,0.10806,0.59042,FeCrCo_m22_2.24146e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.48236,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,1e-13,0.14566,0.50607,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1e-13.png,0.36041,1
7.47153e-25,5.68588e-27,-8.30169e-28,1.7e-14,0.10977,0.59458,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.48481,1
1.24526e-26,5.68588e-27,-8.30169e-28,1.1e-14,0.12426,0.5622,FeCrCo_m22_1.24526e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.43794,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,2e-14,0.10684,0.58857,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.48173,1
9.962040000000001e-26,5.68588e-27,-8.30169e-28,2e-14,0.1071,0.58443,FeCrCo_m22_9.96204e-26_m33_5.68588e-27_m23_-8.30169e-28_k_2e-14.png,0.47733,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,1.6e-14,0.10903,0.59412,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48509,1
2.49051e-24,5.68588e-27,-8.30169e-28,1.7e-14,0.10649,0.58711,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.7e-14.png,0.48062,1
4.98102e-25,5.68588e-27,-8.30169e-28,4e-15,0.11172,0.60121,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.48949,1
1.9924100000000002e-26,5.68588e-27,-8.30169e-28,1.4e-14,0.11634,0.56743,FeCrCo_m22_1.99241e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.45109,1
4.98102e-25,5.68588e-27,-8.30169e-28,7e-14,0.11194,0.55383,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_7e-14.png,0.44189,1
7.47153e-25,5.68588e-27,-8.30169e-28,8e-14,0.12115,0.54021,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_8e-14.png,0.41906,1
9.96204e-25,5.68588e-27,-8.30169e-28,1.6e-14,0.10984,0.59588,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48604,1
1.74336e-26,5.68588e-27,-8.30169e-28,1.5e-14,0.22361,0.51624,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.5e-14.png,0.29263,1
2.24146e-24,5.68588e-27,-8.30169e-28,1.8e-14,0.10756,0.58914,FeCrCo_m22_2.24146e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.48158,1
9.96204e-25,5.68588e-27,-8.30169e-28,8e-15,0.11218,0.59864,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48646,1
2.49051e-24,5.68588e-27,-8.30169e-28,1e-14,0.11159,0.59854,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48695,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,1.3e-14,0.11175,0.57557,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.3e-14.png,0.46382,1
2.49051e-24,5.68588e-27,-8.30169e-28,8e-15,0.11318,0.60257,FeCrCo_m22_2.49051e-24_m33_5.68588e-27_m23_-8.30169e-28_k_8e-15.png,0.48939,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.2e-14,0.11131,0.59628,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.48497,1
2.4905100000000002e-26,5.68588e-27,-8.30169e-28,1.2e-14,0.11124,0.57648,FeCrCo_m22_2.49051e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.2e-14.png,0.46524,1
2.49051e-25,5.68588e-27,-8.30169e-28,1.4e-14,0.10809,0.59463,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.48654,1
7.47153e-25,5.68588e-27,-8.30169e-28,1.1e-14,0.11136,0.59006,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.4787,1
9.96204e-25,5.68588e-27,-8.30169e-28,1e-14,0.11168,0.59975,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48807,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,6e-14,0.10779,0.54885,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.44106,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,1.8e-14,0.10947,0.59478,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.8e-14.png,0.48531,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,9e-15,0.11259,0.59445,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_9e-15.png,0.48186,1
1.9924099999999999e-25,5.68588e-27,-8.30169e-28,1e-14,0.10885,0.59401,FeCrCo_m22_1.99241e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1e-14.png,0.48516,1
1.49431e-25,5.68588e-27,-8.30169e-28,4e-15,0.10977,0.59575,FeCrCo_m22_1.49431e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.48598,1
1.24525e-25,5.68588e-27,-8.30169e-28,4e-14,0.10647,0.57376,FeCrCo_m22_1.24525e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.46729,1
1.7433600000000003e-24,5.68588e-27,-8.30169e-28,1.4e-14,0.1096,0.59542,FeCrCo_m22_1.74336e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.48582,1
7.471530000000001e-26,5.68588e-27,-8.30169e-28,3e-15,0.11021,0.59443,FeCrCo_m22_7.47153e-26_m33_5.68588e-27_m23_-8.30169e-28_k_3e-15.png,0.48422,1
1.2452600000000001e-24,5.68588e-27,-8.30169e-28,3e-14,0.10121,0.57776,FeCrCo_m22_1.24526e-24_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.47655,1
1.74336e-26,5.68588e-27,-8.30169e-28,1.5e-14,0.22361,0.51624,FeCrCo_m22_1.74336e-26_m33_5.68588e-27_m23_-8.30169e-28_k_1.5e-14.png,0.29263,1
1.24526e-26,5.68588e-27,-8.30169e-28,5e-15,0.10918,0.5768,FeCrCo_m22_1.24526e-26_m33_5.68588e-27_m23_-8.30169e-28_k_5e-15.png,0.46762,1
2.4905099999999997e-27,5.68588e-27,-8.30169e-28,1e-15,0.10577,0.58645,FeCrCo_m22_2.49051e-27_m33_5.68588e-27_m23_-8.30169e-28_k_1e-15.png,0.48068,1
1.4943100000000002e-24,5.68588e-27,-8.30169e-28,8e-14,0.12171,0.53707,FeCrCo_m22_1.49431e-24_m33_5.68588e-27_m23_-8.30169e-28_k_8e-14.png,0.41536,1
9.96204e-25,5.68588e-27,-8.30169e-28,3e-14,0.10265,0.58232,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_3e-14.png,0.47967,1
2.49051e-25,5.68588e-27,-8.30169e-28,4e-15,0.11076,0.59855,FeCrCo_m22_2.49051e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-15.png,0.48779,1
9.96204e-25,5.68588e-27,-8.30169e-28,4e-14,0.1002,0.57337,FeCrCo_m22_9.96204e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47317,1
7.47153e-25,5.68588e-27,-8.30169e-28,4e-14,0.09932,0.57566,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_4e-14.png,0.47634,1
2.24146e-26,5.68588e-27,-8.30169e-28,2e-15,0.10931,0.58587,FeCrCo_m22_2.24146e-26_m33_5.68588e-27_m23_-8.30169e-28_k_2e-15.png,0.47656,1
1.99241e-24,5.68588e-27,-8.30169e-28,1.6e-14,0.10844,0.59222,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.6e-14.png,0.48378,1
1.99241e-24,5.68588e-27,-8.30169e-28,6e-14,0.10789,0.54923,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_6e-14.png,0.44134,1
7.47153e-25,5.68588e-27,-8.30169e-28,8e-14,0.12115,0.54021,FeCrCo_m22_7.47153e-25_m33_5.68588e-27_m23_-8.30169e-28_k_8e-14.png,0.41906,1
4.98102e-25,5.68588e-27,-8.30169e-28,1.4e-14,0.10953,0.59601,FeCrCo_m22_4.98102e-25_m33_5.68588e-27_m23_-8.30169e-28_k_1.4e-14.png,0.48648,1
1.99241e-24,5.68588e-27,-8.30169e-28,1.1e-14,0.11249,0.60142,FeCrCo_m22_1.99241e-24_m33_5.68588e-27_m23_-8.30169e-28_k_1.1e-14.png,0.48893,1
